"LAKE_ID","SAMPLE_DATE","year","month","decade","combined","Result.Value"
"0602BRA0154",2011-08-09,2011,8,2010,"CHLOROPHYLL A_OW_T",2.6
"0602BRA0154",2020-08-29,2020,8,2020,"CHLOROPHYLL A_OW_T",1.5822
"0602BRA0154",2019-07-14,2019,7,2010,"CHLOROPHYLL A_OW_T",1.5476
"0602BRA0154",2001-08-12,2001,8,2000,"CHLOROPHYLL A_OW_T",5.95
"0602BRA0154",1996-07-07,1996,7,1990,"CHLOROPHYLL A_OW_T",3.8
"0602BRA0154",1994-08-08,1994,8,1990,"CHLOROPHYLL A_OW_T",2.43
"0602BRA0154",2016-07-17,2016,7,2010,"CHLOROPHYLL A_OW_T",2.4
"0602BRA0154",2017-09-04,2017,9,2010,"CHLOROPHYLL A_OW_T",4.4
"0602BRA0154",2017-07-23,2017,7,2010,"CHLOROPHYLL A_OW_T",2.3
"0602BRA0154",2012-07-06,2012,7,2010,"CHLOROPHYLL A_OW_T",0.5
"0602BRA0154",2016-06-05,2016,6,2010,"CHLOROPHYLL A_OW_T",1
"0602BRA0154",2020-07-04,2020,7,2020,"CHLOROPHYLL A_OW_T",1.4378
"0602BRA0154",2016-08-27,2016,8,2010,"CHLOROPHYLL A_OW_T",3
"0602BRA0154",2013-08-17,2013,8,2010,"CHLOROPHYLL A_OW_T",3.7
"0602BRA0154",1992-06-14,1992,6,1990,"CHLOROPHYLL A_OW_T",2.32
"0602BRA0154",2013-09-14,2013,9,2010,"CHLOROPHYLL A_OW_T",2.6
"0602BRA0154",2011-06-14,2011,6,2010,"CHLOROPHYLL A_OW_T",0.4
"0602BRA0154",2019-09-08,2019,9,2010,"CHLOROPHYLL A_OW_T",11.5
"0602BRA0154",2012-06-05,2012,6,2010,"CHLOROPHYLL A_OW_T",0.1
"0602BRA0154",2014-07-11,2014,7,2010,"CHLOROPHYLL A_OW_T",2.1
"0602BRA0154",2011-07-26,2011,7,2010,"CHLOROPHYLL A_OW_T",2.1
"0602BRA0154",2000-08-07,2000,8,2000,"CHLOROPHYLL A_OW_T",5.55
"0602BRA0154",1994-07-25,1994,7,1990,"CHLOROPHYLL A_OW_T",1.64
"0602BRA0154",1992-09-01,1992,9,1990,"CHLOROPHYLL A_OW_T",6.97
"0602BRA0154",1991-08-25,1991,8,1990,"CHLOROPHYLL A_OW_T",3.86
"0602BRA0154",1993-08-08,1993,8,1990,"CHLOROPHYLL A_OW_T",3.16
"0602BRA0154",2014-06-29,2014,6,2010,"CHLOROPHYLL A_OW_T",1.2
"0602BRA0154",2001-07-02,2001,7,2000,"CHLOROPHYLL A_OW_T",5.2
"0602BRA0154",1990-09-09,1990,9,1990,"CHLOROPHYLL A_OW_T",6.1
"0602BRA0154",1990-08-26,1990,8,1990,"CHLOROPHYLL A_OW_T",7.59
"0602BRA0154",2020-08-15,2020,8,2020,"CHLOROPHYLL A_OW_T",1.3964
"0602BRA0154",2000-09-04,2000,9,2000,"CHLOROPHYLL A_OW_T",2.65
"0602BRA0154",1999-06-20,1999,6,1990,"CHLOROPHYLL A_OW_T",1.27
"0602BRA0154",2019-06-03,2019,6,2010,"CHLOROPHYLL A_OW_T",1.2516
"0602BRA0154",2014-07-27,2014,7,2010,"CHLOROPHYLL A_OW_T",2.8
"0602BRA0154",1991-07-21,1991,7,1990,"CHLOROPHYLL A_OW_T",2.53
"0602BRA0154",2000-07-09,2000,7,2000,"CHLOROPHYLL A_OW_T",4.01
"0602BRA0154",1992-07-26,1992,7,1990,"CHLOROPHYLL A_OW_T",8.19
"0602BRA0154",1993-09-05,1993,9,1990,"CHLOROPHYLL A_OW_T",3.13
"0602BRA0154",1988-08-07,1988,8,1980,"CHLOROPHYLL A_OW_T",2.22
"0602BRA0154",2018-08-26,2018,8,2010,"CHLOROPHYLL A_OW_T",6.2
"0602BRA0154",2018-07-15,2018,7,2010,"CHLOROPHYLL A_OW_T",2.4
"0602BRA0154",2018-06-03,2018,6,2010,"CHLOROPHYLL A_OW_T",1.1
"0602BRA0154",2011-09-21,2011,9,2010,"CHLOROPHYLL A_OW_T",0.4
"0602BRA0154",2013-06-07,2013,6,2010,"CHLOROPHYLL A_OW_T",3.8
"0602BRA0154",2019-08-24,2019,8,2010,"CHLOROPHYLL A_OW_T",1.7844
"0602BRA0154",2020-07-18,2020,7,2020,"CHLOROPHYLL A_OW_T",0.9262
"0602BRA0154",1994-08-15,1994,8,1990,"CHLOROPHYLL A_OW_T",5.49
"0602BRA0154",2016-07-31,2016,7,2010,"CHLOROPHYLL A_OW_T",2.9
"0602BRA0154",1991-07-28,1991,7,1990,"CHLOROPHYLL A_OW_T",4.36
"0602BRA0154",2012-07-31,2012,7,2010,"CHLOROPHYLL A_OW_T",0.6
"0602BRA0154",2017-08-20,2017,8,2010,"CHLOROPHYLL A_OW_T",1.5
"0602BRA0154",1989-09-03,1989,9,1980,"CHLOROPHYLL A_OW_T",2.04
"0602BRA0154",1997-08-10,1997,8,1990,"CHLOROPHYLL A_OW_T",2.82
"0602BRA0154",1998-07-05,1998,7,1990,"CHLOROPHYLL A_OW_T",2.01
"0602BRA0154",1995-08-21,1995,8,1990,"CHLOROPHYLL A_OW_T",2.54
"0602BRA0154",1991-09-08,1991,9,1990,"CHLOROPHYLL A_OW_T",6.32
"0602BRA0154",2014-09-07,2014,9,2010,"CHLOROPHYLL A_OW_T",2.5
"0602BRA0154",1994-09-28,1994,9,1990,"CHLOROPHYLL A_OW_T",5.44
"0602BRA0154",2001-08-27,2001,8,2000,"CHLOROPHYLL A_OW_T",13.6
"0602BRA0154",2019-06-16,2019,6,2010,"CHLOROPHYLL A_OW_T",2.854
"0602BRA0154",2019-06-29,2019,6,2010,"CHLOROPHYLL A_OW_T",3.168
"0602BRA0154",2001-09-17,2001,9,2000,"CHLOROPHYLL A_OW_T",5.8
"0602BRA0154",2014-08-10,2014,8,2010,"CHLOROPHYLL A_OW_T",2.3
"0602BRA0154",2012-06-19,2012,6,2010,"CHLOROPHYLL A_OW_T",0.9
"0602BRA0154",1995-09-11,1995,9,1990,"CHLOROPHYLL A_OW_T",6.97
"0602BRA0154",2013-07-19,2013,7,2010,"CHLOROPHYLL A_OW_T",0.7
"0602BRA0154",2017-06-12,2017,6,2010,"CHLOROPHYLL A_OW_T",1
"0602BRA0154",2001-06-18,2001,6,2000,"CHLOROPHYLL A_OW_T",7.2
"0602BRA0154",1988-08-14,1988,8,1980,"CHLOROPHYLL A_OW_T",1.75
"0602BRA0154",2017-08-06,2017,8,2010,"CHLOROPHYLL A_OW_T",1.4
"0602BRA0154",1996-07-22,1996,7,1990,"CHLOROPHYLL A_OW_T",8.4
"0602BRA0154",2020-06-07,2020,6,2020,"CHLOROPHYLL A_OW_T",1.9174
"0602BRA0154",1993-07-25,1993,7,1990,"CHLOROPHYLL A_OW_T",5.23
"0602BRA0154",2001-07-16,2001,7,2000,"CHLOROPHYLL A_OW_T",6.95
"0602BRA0154",1999-08-30,1999,8,1990,"CHLOROPHYLL A_OW_T",2.92
"0602BRA0154",1993-07-05,1993,7,1990,"CHLOROPHYLL A_OW_T",1.89
"0602BRA0154",1994-07-13,1994,7,1990,"CHLOROPHYLL A_OW_T",3.38
"0602BRA0154",1989-06-25,1989,6,1980,"CHLOROPHYLL A_OW_T",1.01
"0602BRA0154",2011-07-12,2011,7,2010,"CHLOROPHYLL A_OW_T",1.1
"0602BRA0154",1998-08-31,1998,8,1990,"CHLOROPHYLL A_OW_T",2.73
"0602BRA0154",1988-09-05,1988,9,1980,"CHLOROPHYLL A_OW_T",3.63
"0602BRA0154",1988-07-24,1988,7,1980,"PHOSPHORUS_OW_T",0.012
"0602BRA0154",1996-08-04,1996,8,1990,"PHOSPHORUS_OW_T",0.01
"0602BRA0154",2013-08-02,2013,8,2010,"PHOSPHORUS_OW_T",0.0098
"0602BRA0154",2014-08-23,2014,8,2010,"PHOSPHORUS_OW_T",0.01
"0602BRA0154",1990-07-22,1990,7,1990,"PHOSPHORUS_OW_T",0.009
"0602BRA0154",2001-08-12,2001,8,2000,"PHOSPHORUS_OW_T",0.011
"0602BRA0154",1992-09-06,1992,9,1990,"PHOSPHORUS_OW_T",0.012
"0602BRA0154",1997-07-13,1997,7,1990,"PHOSPHORUS_OW_T",0.01
"0602BRA0154",1999-06-20,1999,6,1990,"PHOSPHORUS_OW_T",0.012
"0602BRA0154",2014-07-27,2014,7,2010,"PHOSPHORUS_OW_T",0.0071
"0602BRA0154",2020-08-15,2020,8,2020,"PHOSPHORUS_OW_T",0.00562
"0602BRA0154",2014-06-15,2014,6,2010,"PHOSPHORUS_OW_T",0.0071
"0602BRA0154",2012-07-17,2012,7,2010,"PHOSPHORUS_OW_T",0.0093
"0602BRA0154",1996-09-15,1996,9,1990,"PHOSPHORUS_OW_T",0.01
"0602BRA0154",1988-07-04,1988,7,1980,"PHOSPHORUS_OW_T",0.009
"0602BRA0154",2018-07-01,2018,7,2010,"PHOSPHORUS_OW_T",0.0076
"0602BRA0154",2013-07-05,2013,7,2010,"PHOSPHORUS_OW_T",0.0116
"0602BRA0154",2013-09-14,2013,9,2010,"PHOSPHORUS_OW_T",0.0199
"0602BRA0154",1992-08-02,1992,8,1990,"PHOSPHORUS_OW_T",0.013
"0602BRA0154",1988-07-31,1988,7,1980,"PHOSPHORUS_OW_T",0.008
"0602BRA0154",2017-07-09,2017,7,2010,"PHOSPHORUS_OW_T",0.0076
"0602BRA0154",2016-06-05,2016,6,2010,"PHOSPHORUS_OW_T",0.0073
"0602BRA0154",2016-08-14,2016,8,2010,"PHOSPHORUS_OW_T",0.0099
"0602BRA0154",2011-08-23,2011,8,2010,"PHOSPHORUS_OW_T",0.0134
"0602BRA0154",1993-07-11,1993,7,1990,"PHOSPHORUS_OW_T",0.006
"0602BRA0154",2000-06-23,2000,6,2000,"PHOSPHORUS_OW_T",0.012
"0602BRA0154",1991-06-23,1991,6,1990,"PHOSPHORUS_OW_T",0.011
"0602BRA0154",2001-07-16,2001,7,2000,"PHOSPHORUS_OW_T",0.009
"0602BRA0154",1997-06-15,1997,6,1990,"PHOSPHORUS_OW_T",0.01
"0602BRA0154",1999-09-12,1999,9,1990,"PHOSPHORUS_OW_T",0.014
"0602BRA0154",1995-07-24,1995,7,1990,"PHOSPHORUS_OW_T",0.007
"0602BRA0154",2018-08-12,2018,8,2010,"PHOSPHORUS_OW_T",0.0124
"0602BRA0154",1994-07-25,1994,7,1990,"PHOSPHORUS_OW_T",0.007
"0602BRA0154",1990-08-12,1990,8,1990,"PHOSPHORUS_OW_T",0.009
"0602BRA0154",2017-06-12,2017,6,2010,"PHOSPHORUS_OW_T",0.0074
"0602BRA0154",1995-09-11,1995,9,1990,"PHOSPHORUS_OW_T",0.015
"0602BRA0154",2001-08-27,2001,8,2000,"PHOSPHORUS_OW_T",0.02
"0602BRA0154",2011-06-14,2011,6,2010,"PHOSPHORUS_OW_T",0.0067
"0602BRA0154",2000-07-24,2000,7,2000,"PHOSPHORUS_OW_T",0.034
"0602BRA0154",2017-09-04,2017,9,2010,"PHOSPHORUS_OW_T",0.0132
"0602BRA0154",1991-07-07,1991,7,1990,"PHOSPHORUS_OW_T",0.009
"0602BRA0154",2001-07-30,2001,7,2000,"PHOSPHORUS_OW_T",0.014
"0602BRA0154",1988-06-25,1988,6,1980,"PHOSPHORUS_OW_T",0.012
"0602BRA0154",2012-06-05,2012,6,2010,"PHOSPHORUS_OW_T",0.009
"0602BRA0154",2016-07-17,2016,7,2010,"PHOSPHORUS_OW_T",0.0095
"0602BRA0154",2012-08-28,2012,8,2010,"PHOSPHORUS_OW_T",0.0118
"0602BRA0154",1999-07-18,1999,7,1990,"PHOSPHORUS_OW_T",0.009
"0602BRA0154",1988-09-05,1988,9,1980,"PHOSPHORUS_OW_T",0.007
"0602BRA0154",1991-08-11,1991,8,1990,"PHOSPHORUS_OW_T",0.017
"0602BRA0154",2017-09-17,2017,9,2010,"PHOSPHORUS_OW_T",0.0086
"0602BRA0154",2016-06-19,2016,6,2010,"PHOSPHORUS_OW_T",0.0089
"0602BRA0154",1992-08-08,1992,8,1990,"PHOSPHORUS_OW_T",0.014
"0602BRA0154",1988-08-21,1988,8,1980,"PHOSPHORUS_OW_T",0.011
"0602BRA0154",2018-06-03,2018,6,2010,"PHOSPHORUS_OW_T",0.0069
"0602BRA0154",1993-09-05,1993,9,1990,"PHOSPHORUS_OW_T",0.008
"0602BRA0154",1990-09-03,1990,9,1990,"PHOSPHORUS_OW_T",0.01
"0602BRA0154",2020-06-20,2020,6,2020,"PHOSPHORUS_OW_T",0.00874
"0602BRA0154",1994-08-08,1994,8,1990,"PHOSPHORUS_OW_T",0.008
"0602BRA0154",2016-08-27,2016,8,2010,"PHOSPHORUS_OW_T",0.0133
"0602BRA0154",2014-06-01,2014,6,2010,"PHOSPHORUS_OW_T",0.0091
"0602BRA0154",2011-09-06,2011,9,2010,"PHOSPHORUS_OW_T",0.0139
"0602BRA0154",2013-07-19,2013,7,2010,"PHOSPHORUS_OW_T",0.0117
"0602BRA0154",2000-08-21,2000,8,2000,"PHOSPHORUS_OW_T",0.009
"0602BRA0154",2014-09-07,2014,9,2010,"PHOSPHORUS_OW_T",0.0082
"0602BRA0154",2016-09-11,2016,9,2010,"PHOSPHORUS_OW_T",0.0096
"0602BRA0154",2012-09-12,2012,9,2010,"PHOSPHORUS_OW_T",0.0136
"0602BRA0154",2017-06-25,2017,6,2010,"PHOSPHORUS_OW_T",0.0089
"0602BRA0154",1995-08-07,1995,8,1990,"PHOSPHORUS_OW_T",0.011
"0602BRA0154",2011-07-26,2011,7,2010,"PHOSPHORUS_OW_T",0.0084
"0602BRA0154",1999-07-05,1999,7,1990,"PHOSPHORUS_OW_T",0.009
"0602BRA0154",1994-07-13,1994,7,1990,"PHOSPHORUS_OW_T",0.009
"0602BRA0154",1999-08-01,1999,8,1990,"PHOSPHORUS_OW_T",0.008
"0602BRA0154",1992-09-01,1992,9,1990,"PHOSPHORUS_OW_T",0.015
"0602BRA0154",1996-07-22,1996,7,1990,"PHOSPHORUS_OW_T",0.008
"0602BRA0154",1988-07-17,1988,7,1980,"PHOSPHORUS_OW_T",0.007
"0602BRA0154",2013-06-07,2013,6,2010,"PHOSPHORUS_OW_T",0.0091
"0602BRA0154",2011-07-12,2011,7,2010,"PHOSPHORUS_OW_T",0.0153
"0602BRA0154",2018-09-06,2018,9,2010,"PHOSPHORUS_OW_T",0.016
"0602BRA0154",1997-08-24,1997,8,1990,"PHOSPHORUS_OW_T",0.016
"0602BRA0154",1992-06-14,1992,6,1990,"PHOSPHORUS_OW_T",0.01
"0602BRA0154",1989-07-09,1989,7,1980,"PHOSPHORUS_OW_T",0.007
"0602BRA0154",1989-07-23,1989,7,1980,"PHOSPHORUS_OW_T",0.006
"0602BRA0154",1989-08-06,1989,8,1980,"PHOSPHORUS_OW_T",0.006
"0602BRA0154",1992-06-28,1992,6,1990,"PHOSPHORUS_OW_T",0.019
"0602BRA0154",1992-07-26,1992,7,1990,"PHOSPHORUS_OW_T",0.009
"0602BRA0154",1994-08-28,1994,8,1990,"PHOSPHORUS_OW_T",0.01
"0602BRA0154",1990-09-09,1990,9,1990,"PHOSPHORUS_OW_T",0.011
"0602BRA0154",1999-08-16,1999,8,1990,"PHOSPHORUS_OW_T",0.008
"0602BRA0154",2016-07-31,2016,7,2010,"PHOSPHORUS_OW_T",0.0085
"0602BRA0154",2020-08-01,2020,8,2020,"PHOSPHORUS_OW_T",0.00711
"0602BRA0154",1996-07-07,1996,7,1990,"PHOSPHORUS_OW_T",0.008
"0602BRA0154",2000-08-07,2000,8,2000,"PHOSPHORUS_OW_T",0.012
"0602BRA0154",2018-07-28,2018,7,2010,"PHOSPHORUS_OW_T",0.0112
"0602BRA0154",1988-07-10,1988,7,1980,"PHOSPHORUS_OW_T",0.008
"0602BRA0154",1991-08-25,1991,8,1990,"PHOSPHORUS_OW_T",0.013
"0602BRA0154",1988-08-07,1988,8,1980,"PHOSPHORUS_OW_T",0.008
"0602BRA0154",2014-08-10,2014,8,2010,"PHOSPHORUS_OW_T",0.0068
"0602BRA0154",2001-07-02,2001,7,2000,"PHOSPHORUS_OW_T",0.01
"0602BRA0154",2018-07-15,2018,7,2010,"PHOSPHORUS_OW_T",0.008
"0602BRA0154",1990-08-19,1990,8,1990,"PHOSPHORUS_OW_T",0.009
"0602BRA0154",1989-06-25,1989,6,1980,"PHOSPHORUS_OW_T",0.006
"0602BRA0154",1988-08-28,1988,8,1980,"PHOSPHORUS_OW_T",0.013
"0602BRA0154",2018-06-16,2018,6,2010,"PHOSPHORUS_OW_T",0.0081
"0602BRA0154",1989-09-10,1989,9,1980,"PHOSPHORUS_OW_T",0.019
"0602BRA0154",1998-07-18,1998,7,1990,"PHOSPHORUS_OW_T",0.0078
"0602BRA0154",1994-09-06,1994,9,1990,"PHOSPHORUS_OW_T",0.011
"0602BRA0154",2012-06-19,2012,6,2010,"PHOSPHORUS_OW_T",0.0104
"0602BRA0154",2013-09-01,2013,9,2010,"PHOSPHORUS_OW_T",0.0175
"0602BRA0154",1989-09-03,1989,9,1980,"PHOSPHORUS_OW_T",0.011
"0602BRA0154",2000-09-04,2000,9,2000,"PHOSPHORUS_OW_T",0.007
"0602BRA0154",2001-06-18,2001,6,2000,"PHOSPHORUS_OW_T",0.012
"0602BRA0154",2014-06-29,2014,6,2010,"PHOSPHORUS_OW_T",0.0065
"0602BRA0154",1989-08-20,1989,8,1980,"PHOSPHORUS_OW_T",0.006
"0602BRA0154",2011-09-21,2011,9,2010,"PHOSPHORUS_OW_T",0.0144
"0602BRA0154",1990-07-29,1990,7,1990,"PHOSPHORUS_OW_T",0.009
"0602BRA0154",1993-07-25,1993,7,1990,"PHOSPHORUS_OW_T",0.009
"0602BRA0154",2000-07-09,2000,7,2000,"PHOSPHORUS_OW_T",0.014
"0602BRA0154",2014-07-11,2014,7,2010,"PHOSPHORUS_OW_T",0.0077
"0602BRA0154",2020-07-18,2020,7,2020,"PHOSPHORUS_OW_T",0.00962
"0602BRA0154",1997-07-27,1997,7,1990,"PHOSPHORUS_OW_T",0.013
"0602BRA0154",2016-07-03,2016,7,2010,"PHOSPHORUS_OW_T",0.0105
"0602BRA0154",1993-08-22,1993,8,1990,"PHOSPHORUS_OW_T",0.011
"0602BRA0154",2017-08-20,2017,8,2010,"PHOSPHORUS_OW_T",0.0093
"0602BRA0154",1999-08-30,1999,8,1990,"PHOSPHORUS_OW_T",0.013
"0602BRA0154",1991-07-28,1991,7,1990,"PHOSPHORUS_OW_T",0.008
"0602BRA0154",2020-08-29,2020,8,2020,"PHOSPHORUS_OW_T",0.00969
"0602BRA0154",2017-07-23,2017,7,2010,"PHOSPHORUS_OW_T",0.0082
"0602BRA0154",2017-08-06,2017,8,2010,"PHOSPHORUS_OW_T",0.0096
"0602BRA0154",1997-08-10,1997,8,1990,"PHOSPHORUS_OW_T",0.009
"0602BRA0154",1994-09-11,1994,9,1990,"PHOSPHORUS_OW_T",0.013
"0602BRA0154",1990-09-16,1990,9,1990,"PHOSPHORUS_OW_T",0.017
"0602BRA0154",1997-06-29,1997,6,1990,"PHOSPHORUS_OW_T",0.009
"0602BRA0154",2001-09-17,2001,9,2000,"PHOSPHORUS_OW_T",0.015
"0602BRA0154",2012-07-06,2012,7,2010,"PHOSPHORUS_OW_T",0.0079
"0602BRA0154",1991-09-02,1991,9,1990,"PHOSPHORUS_OW_T",0.015
"0602BRA0154",1995-08-21,1995,8,1990,"PHOSPHORUS_OW_T",0.008
"0602BRA0154",1988-08-14,1988,8,1980,"PHOSPHORUS_OW_T",0.01
"0602BRA0154",1991-09-08,1991,9,1990,"PHOSPHORUS_OW_T",0.013
"0602BRA0154",2013-06-23,2013,6,2010,"PHOSPHORUS_OW_T",0.0097
"0602BRA0154",1993-08-08,1993,8,1990,"PHOSPHORUS_OW_T",0.009
"0602BRA0154",1994-08-15,1994,8,1990,"PHOSPHORUS_OW_T",0.009
"0602BRA0154",1997-09-07,1997,9,1990,"PHOSPHORUS_OW_T",0.013
"0602BRA0154",2012-07-31,2012,7,2010,"PHOSPHORUS_OW_T",0.0097
"0602BRA0154",2020-07-04,2020,7,2020,"PHOSPHORUS_OW_T",0.00738
"0602BRA0154",1996-09-01,1996,9,1990,"PHOSPHORUS_OW_T",0.01
"0602BRA0154",1993-07-05,1993,7,1990,"PHOSPHORUS_OW_T",0.006
"0602BRA0154",2018-08-26,2018,8,2010,"PHOSPHORUS_OW_T",0.0187
"0602BRA0154",2011-08-09,2011,8,2010,"PHOSPHORUS_OW_T",0.0091
"0602BRA0154",1996-08-18,1996,8,1990,"PHOSPHORUS_OW_T",0.011
"0602BRA0154",1994-09-28,1994,9,1990,"PHOSPHORUS_OW_T",0.013
"0602BRA0154",1993-06-27,1993,6,1990,"PHOSPHORUS_OW_T",0.017
"0602BRA0154",1990-08-26,1990,8,1990,"PHOSPHORUS_OW_T",0.011
"0602BRA0154",2011-06-28,2011,6,2010,"PHOSPHORUS_OW_T",0.0078
"0602BRA0154",2020-09-12,2020,9,2020,"PHOSPHORUS_OW_T",0.0126
"0602BRA0154",2020-06-07,2020,6,2020,"PHOSPHORUS_OW_T",0.0061
"0602BRA0154",2013-08-17,2013,8,2010,"PHOSPHORUS_OW_T",0.0135
"0602BRA0154",2012-08-14,2012,8,2010,"PHOSPHORUS_OW_T",0.0145
"0602BRA0154",1992-07-12,1992,7,1990,"PHOSPHORUS_OW_T",0.009
"0602CRO0073",2020-07-06,2020,7,2020,"CHLOROPHYLL A_OW_T",2.466
"0602CRO0073",2009-08-07,2009,8,2000,"CHLOROPHYLL A_OW_T",2.1
"0602CRO0073",2012-10-07,2012,10,2010,"CHLOROPHYLL A_OW_T",15
"0602CRO0073",1986-07-26,1986,7,1980,"CHLOROPHYLL A_OW_T",1.16
"0602CRO0073",1988-09-18,1988,9,1980,"CHLOROPHYLL A_OW_T",7.1
"0602CRO0073",1997-09-14,1997,9,1990,"CHLOROPHYLL A_OW_T",0.15
"0602CRO0073",1997-06-25,1997,6,1990,"CHLOROPHYLL A_OW_T",3.27
"0602CRO0073",1988-07-17,1988,7,1980,"CHLOROPHYLL A_OW_T",2.37
"0602CRO0073",1986-08-01,1986,8,1980,"CHLOROPHYLL A_OW_T",1.46
"0602CRO0073",1996-10-07,1996,10,1990,"CHLOROPHYLL A_OW_T",3.98
"0602CRO0073",1996-08-18,1996,8,1990,"CHLOROPHYLL A_OW_T",2.8
"0602CRO0073",2019-07-15,2019,7,2010,"CHLOROPHYLL A_OW_T",3.848
"0602CRO0073",1994-07-10,1994,7,1990,"CHLOROPHYLL A_OW_T",1.81
"0602CRO0073",1990-09-09,1990,9,1990,"CHLOROPHYLL A_OW_T",3.4
"0602CRO0073",2010-07-24,2010,7,2010,"CHLOROPHYLL A_OW_T",3.2
"0602CRO0073",2009-08-22,2009,8,2000,"CHLOROPHYLL A_OW_T",5.2
"0602CRO0073",2018-08-12,2018,8,2010,"CHLOROPHYLL A_OW_T",2.7
"0602CRO0073",1989-07-09,1989,7,1980,"CHLOROPHYLL A_OW_T",2.9
"0602CRO0073",1988-07-31,1988,7,1980,"CHLOROPHYLL A_OW_T",2.52
"0602CRO0073",2019-09-28,2019,9,2010,"CHLOROPHYLL A_OW_T",7.874
"0602CRO0073",2018-07-28,2018,7,2010,"CHLOROPHYLL A_OW_T",2.8
"0602CRO0073",2015-07-05,2015,7,2010,"CHLOROPHYLL A_OW_T",4.2
"0602CRO0073",2018-09-29,2018,9,2010,"CHLOROPHYLL A_OW_T",8.8
"0602CRO0073",1986-06-18,1986,6,1980,"CHLOROPHYLL A_OW_T",1.13
"0602CRO0073",1986-06-28,1986,6,1980,"CHLOROPHYLL A_OW_T",0.94
"0602CRO0073",1986-09-13,1986,9,1980,"CHLOROPHYLL A_OW_T",20.5
"0602CRO0073",2019-08-12,2019,8,2010,"CHLOROPHYLL A_OW_T",4.008
"0602CRO0073",1998-08-16,1998,8,1990,"CHLOROPHYLL A_OW_T",1.68
"0602CRO0073",1996-07-28,1996,7,1990,"CHLOROPHYLL A_OW_T",3
"0602CRO0073",1996-07-07,1996,7,1990,"CHLOROPHYLL A_OW_T",3.8
"0602CRO0073",1989-09-04,1989,9,1980,"CHLOROPHYLL A_OW_T",3.55
"0602CRO0073",2016-06-19,2016,6,2010,"CHLOROPHYLL A_OW_T",6.2
"0602CRO0073",2009-06-28,2009,6,2000,"CHLOROPHYLL A_OW_T",1.95
"0602CRO0073",2015-08-30,2015,8,2010,"CHLOROPHYLL A_OW_T",3.9
"0602CRO0073",2010-10-24,2010,10,2010,"CHLOROPHYLL A_OW_T",39.4
"0602CRO0073",2015-08-01,2015,8,2010,"CHLOROPHYLL A_OW_T",2.4
"0602CRO0073",2017-09-10,2017,9,2010,"CHLOROPHYLL A_OW_T",12.2
"0602CRO0073",2016-07-31,2016,7,2010,"CHLOROPHYLL A_OW_T",1.9
"0602CRO0073",2017-07-23,2017,7,2010,"CHLOROPHYLL A_OW_T",6.9
"0602CRO0073",1993-09-13,1993,9,1990,"CHLOROPHYLL A_OW_T",3.4
"0602CRO0073",1989-07-30,1989,7,1980,"CHLOROPHYLL A_OW_T",2.87
"0602CRO0073",1995-07-16,1995,7,1990,"CHLOROPHYLL A_OW_T",1.42
"0602CRO0073",2020-08-09,2020,8,2020,"CHLOROPHYLL A_OW_T",3.63
"0602CRO0073",1987-09-13,1987,9,1980,"CHLOROPHYLL A_OW_T",14.4
"0602CRO0073",1988-08-28,1988,8,1980,"CHLOROPHYLL A_OW_T",5.55
"0602CRO0073",2020-08-22,2020,8,2020,"CHLOROPHYLL A_OW_T",3.32
"0602CRO0073",2016-10-02,2016,10,2010,"CHLOROPHYLL A_OW_T",10.9
"0602CRO0073",2013-06-16,2013,6,2010,"CHLOROPHYLL A_OW_T",7.6
"0602CRO0073",2012-09-09,2012,9,2010,"CHLOROPHYLL A_OW_T",7.1
"0602CRO0073",1988-08-14,1988,8,1980,"CHLOROPHYLL A_OW_T",3.18
"0602CRO0073",2009-09-20,2009,9,2000,"CHLOROPHYLL A_OW_T",2.9
"0602CRO0073",1994-09-11,1994,9,1990,"CHLOROPHYLL A_OW_T",0.99
"0602CRO0073",2013-08-25,2013,8,2010,"CHLOROPHYLL A_OW_T",3.2
"0602CRO0073",1990-09-23,1990,9,1990,"CHLOROPHYLL A_OW_T",6.93
"0602CRO0073",1989-07-23,1989,7,1980,"CHLOROPHYLL A_OW_T",3.59
"0602CRO0073",1990-08-26,1990,8,1990,"CHLOROPHYLL A_OW_T",3.3
"0602CRO0073",2020-06-23,2020,6,2020,"CHLOROPHYLL A_OW_T",3.936
"0602CRO0073",2010-06-27,2010,6,2010,"CHLOROPHYLL A_OW_T",2.9
"0602CRO0073",1988-09-25,1988,9,1980,"CHLOROPHYLL A_OW_T",5.33
"0602CRO0073",1997-10-04,1997,10,1990,"CHLOROPHYLL A_OW_T",5.17
"0602CRO0073",2009-09-06,2009,9,2000,"CHLOROPHYLL A_OW_T",2.7
"0602CRO0073",2017-08-06,2017,8,2010,"CHLOROPHYLL A_OW_T",5.7
"0602CRO0073",1989-07-16,1989,7,1980,"CHLOROPHYLL A_OW_T",4.88
"0602CRO0073",1994-08-29,1994,8,1990,"CHLOROPHYLL A_OW_T",3.05
"0602CRO0073",2012-06-17,2012,6,2010,"CHLOROPHYLL A_OW_T",3.4
"0602CRO0073",2018-06-09,2018,6,2010,"CHLOROPHYLL A_OW_T",3.7
"0602CRO0073",2016-09-17,2016,9,2010,"CHLOROPHYLL A_OW_T",16.7
"0602CRO0073",1986-08-30,1986,8,1980,"CHLOROPHYLL A_OW_T",5.4
"0602CRO0073",1997-10-12,1997,10,1990,"CHLOROPHYLL A_OW_T",3.76
